policyholder_id,age,gender,policy_type,annual_premium,policy_start_date,policy_duration_months,has_claim,claim_amount,region
826,30,Female,Home,2641.36,2022-07-26,52,0,0.0,Scotland
827,50,Male,Motor,1841.63,2023-08-12,21,0,0.0,Scotland
828,74,Female,Home,543.67,2019-05-16,46,0,0.0,South East
829,49,Male,Health,888.62,2019-03-14,28,1,4480.94,Midlands
830,62,Male,Home,1311.7,2019-04-08,46,0,0.0,South East
831,40,Female,Health,2829.83,2022-01-26,66,0,0.0,Scotland
832,26,Male,Life,2088.0,2018-08-12,36,0,0.0,Midlands
833,65,Female,Health,2150.17,2023-12-31,36,0,0.0,Midlands
834,50,Female,Motor,2828.07,2020-08-22,44,1,13408.58,Scotland
835,65,Female,Health,2370.2,2022-07-23,10,0,0.0,London
836,74,Female,Home,1415.0,2021-09-24,60,0,0.0,Scotland
837,35,Female,Home,1250.01,2021-08-31,64,0,0.0,North West
838,66,Male,Home,2435.75,2019-07-12,6,0,0.0,South East
839,45,Male,Motor,973.93,2019-06-17,58,0,0.0,Midlands
840,55,Male,Motor,2156.16,2021-09-03,42,1,6510.2,London
841,49,Male,Motor,362.02,2020-07-25,17,0,0.0,London
842,69,Male,Motor,1968.61,2020-12-01,25,1,5834.84,Wales
843,32,Male,Life,1474.93,2023-02-02,69,1,10846.67,London
844,75,Female,Motor,1634.25,2019-06-18,61,0,0.0,South East
845,43,Male,Home,1403.02,2019-08-21,9,0,0.0,Midlands
846,64,Female,Health,1298.02,2023-02-20,16,1,2431.47,Midlands
847,69,Female,Life,2226.01,2022-09-30,38,1,8576.5,London
848,40,Female,Health,2991.2,2018-07-06,6,0,0.0,South East
849,44,Female,Life,657.04,2018-06-18,28,0,0.0,South East
850,46,Female,Motor,1156.76,2023-12-13,61,1,2194.21,London
851,33,Female,Health,2553.97,2022-01-16,61,0,0.0,Scotland
852,64,Female,Home,1476.59,2019-11-07,46,0,0.0,South East
853,34,Female,Motor,701.28,2020-07-30,29,1,4273.25,North West
854,52,Male,Health,2803.46,2018-06-17,62,0,0.0,North West
855,56,Female,Home,2583.76,2019-08-30,21,0,0.0,London
856,43,Male,Life,2324.83,2021-01-22,33,0,0.0,Wales
857,58,Male,Home,507.46,2023-08-03,18,0,0.0,London
858,68,Male,Home,1893.91,2019-03-11,47,1,1675.42,Scotland
859,67,Female,Home,2879.04,2018-01-24,48,0,0.0,North West
860,53,Female,Health,2999.52,2019-06-14,33,0,0.0,Scotland
861,43,Female,Life,2308.26,2022-04-12,17,0,0.0,London
862,74,Female,Motor,2601.33,2019-10-30,55,0,0.0,Midlands
863,73,Male,Motor,1625.28,2022-11-06,45,0,0.0,South East
864,47,Male,Life,1684.16,2023-06-29,63,0,0.0,South East
865,61,Female,Motor,1440.85,2022-02-17,29,0,0.0,Midlands
866,27,Female,Health,2126.39,2019-09-28,69,0,0.0,North West
867,30,Female,Home,513.79,2023-05-11,44,1,2352.95,Scotland
868,40,Female,Motor,428.87,2018-11-10,11,0,0.0,South East
869,51,Male,Home,2244.84,2020-11-03,51,0,0.0,London
870,57,Male,Motor,2086.26,2020-01-06,29,0,0.0,London
871,51,Female,Motor,2255.06,2023-01-17,39,0,0.0,Scotland
872,36,Male,Motor,2316.98,2020-11-28,19,0,0.0,London
873,50,Male,Motor,2070.66,2023-02-28,57,0,0.0,Wales
874,63,Female,Motor,2495.46,2022-01-17,56,0,0.0,London
875,33,Male,Motor,2503.11,2020-02-10,9,1,9905.04,North West
876,52,Male,Motor,2378.25,2019-08-30,66,0,0.0,London
877,34,Female,Health,1573.02,2023-01-16,37,1,8756.74,Scotland
878,28,Female,Motor,2002.11,2022-11-04,59,0,0.0,North West
879,63,Female,Motor,1379.14,2023-10-04,68,0,0.0,London
880,26,Female,Home,1793.79,2021-01-02,59,0,0.0,London
881,64,Female,Home,1477.82,2019-10-23,42,0,0.0,South East
882,53,Male,Home,1886.68,2021-10-21,65,1,4754.21,North West
883,51,Female,Life,2459.34,2019-10-26,32,0,0.0,North West
884,67,Female,Motor,838.61,2023-07-09,18,0,0.0,Wales
885,56,Female,Motor,1803.44,2018-03-16,51,0,0.0,Midlands
886,35,Male,Life,2715.04,2018-05-11,14,0,0.0,London
887,39,Male,Home,1613.19,2021-10-25,51,0,0.0,North West
888,60,Female,Health,2604.2,2023-10-13,19,0,0.0,Wales
889,53,Female,Health,2340.56,2019-03-10,19,0,0.0,London
890,31,Male,Home,2651.35,2022-01-21,26,0,0.0,North West
891,73,Female,Life,568.09,2022-01-29,48,0,0.0,London
892,37,Female,Health,2376.89,2018-01-27,37,0,0.0,South East
893,43,Male,Motor,1305.58,2022-08-27,52,0,0.0,London
894,73,Female,Life,672.58,2022-10-23,58,0,0.0,Scotland
895,58,Female,Health,1494.96,2018-02-10,72,0,0.0,London
896,45,Female,Health,743.68,2018-09-09,56,0,0.0,North West
897,66,Male,Health,456.09,2023-10-31,43,0,0.0,Scotland
898,69,Female,Life,1146.98,2021-11-10,7,0,0.0,Scotland
899,64,Male,Life,1504.71,2020-04-20,62,0,0.0,Scotland
900,75,Female,Life,2678.63,2018-12-12,10,0,0.0,Midlands
901,71,Male,Home,1760.13,2020-05-25,17,0,0.0,Midlands
902,46,Male,Motor,2703.86,2020-11-25,36,0,0.0,Midlands
903,52,Male,Life,2572.28,2020-11-29,70,0,0.0,London
904,66,Male,Home,1845.58,2018-01-22,64,0,0.0,London
905,72,Male,Home,1068.25,2019-07-28,54,0,0.0,London
906,45,Male,Life,1275.42,2019-02-06,24,0,0.0,Scotland
907,30,Male,Motor,2698.98,2023-05-05,33,0,0.0,Midlands
908,58,Female,Home,1701.15,2022-06-06,39,0,0.0,North West
909,53,Female,Life,1425.69,2019-10-30,24,0,0.0,South East
910,54,Male,Health,1685.6,2023-12-08,21,0,0.0,South East
911,27,Male,Health,1297.2,2019-05-02,58,1,5859.0,Midlands
912,58,Male,Motor,1123.3,2022-03-14,44,0,0.0,London
913,34,Male,Life,1438.74,2021-06-03,42,1,12377.31,South East
914,32,Female,Motor,420.64,2023-05-25,45,0,0.0,Scotland
915,75,Female,Home,2244.09,2019-06-28,23,0,0.0,South East
916,53,Female,Motor,2265.23,2019-01-01,58,0,0.0,Scotland
917,46,Male,Health,2703.12,2021-02-10,17,0,0.0,North West
918,61,Female,Home,634.21,2018-12-15,30,0,0.0,South East
919,73,Male,Health,1708.74,2023-05-04,70,0,0.0,London
920,59,Male,Health,1042.4,2020-04-22,37,0,0.0,Scotland
921,62,Female,Motor,1740.57,2021-08-05,57,0,0.0,South East
922,26,Female,Home,1420.33,2023-12-03,46,0,0.0,London
923,31,Male,Motor,793.21,2019-01-03,25,0,0.0,Midlands
924,35,Male,Home,1178.28,2018-04-22,13,0,0.0,London
925,34,Female,Health,996.42,2019-05-11,12,1,11405.94,South East
926,56,Female,Health,1027.08,2021-07-27,65,0,0.0,London
927,26,Female,Home,2767.08,2018-03-18,40,0,0.0,South East
928,31,Male,Life,2059.19,2019-05-30,44,0,0.0,South East
929,65,Male,Life,684.39,2019-11-20,37,0,0.0,Midlands
930,60,Female,Motor,2494.14,2021-03-30,27,1,14035.85,South East
931,63,Female,Life,1326.41,2021-12-10,33,0,0.0,South East
932,27,Male,Life,1820.32,2021-05-16,17,0,0.0,London
933,33,Female,Health,869.3,2023-08-30,46,0,0.0,Wales
934,65,Female,Health,2210.94,2021-01-23,37,0,0.0,Midlands
935,38,Female,Health,1186.83,2019-07-02,6,0,0.0,London
936,25,Male,Home,2717.22,2023-06-26,56,0,0.0,North West
937,66,Male,Home,2709.94,2022-12-29,21,0,0.0,Scotland
938,63,Female,Home,2565.69,2018-02-04,21,0,0.0,Wales
939,53,Male,Motor,353.41,2021-02-25,51,1,12336.07,South East
940,70,Male,Motor,1633.28,2022-01-26,10,0,0.0,Scotland
941,70,Male,Motor,2957.51,2022-06-11,20,0,0.0,South East
942,56,Male,Home,2081.56,2019-12-20,14,0,0.0,North West
943,33,Female,Health,2609.79,2023-11-13,41,1,10330.69,Wales
944,69,Female,Life,2684.38,2018-01-09,60,0,0.0,Wales
945,28,Female,Home,2986.79,2021-01-27,21,0,0.0,South East
946,48,Male,Health,906.28,2021-02-12,59,0,0.0,Midlands
947,50,Male,Motor,2676.27,2018-04-14,34,0,0.0,Midlands
948,29,Male,Motor,1188.91,2018-09-15,18,1,6763.26,London
949,65,Female,Life,967.31,2023-04-24,36,0,0.0,Scotland
950,46,Male,Health,2394.52,2022-12-02,18,0,0.0,South East
951,30,Male,Health,1318.97,2018-09-24,22,1,12134.61,London
952,64,Female,Motor,2129.42,2018-08-02,43,0,0.0,Midlands
953,64,Female,Motor,1918.85,2018-02-13,64,0,0.0,North West
954,64,Male,Motor,2831.48,2018-04-17,64,0,0.0,South East
955,31,Male,Motor,2225.91,2020-03-04,22,0,0.0,Midlands
956,51,Female,Life,1500.49,2020-09-22,23,0,0.0,London
957,44,Female,Home,2059.6,2022-01-05,45,0,0.0,South East
958,34,Male,Home,1928.99,2021-04-07,53,0,0.0,South East
959,67,Male,Motor,1669.19,2018-08-12,60,0,0.0,Wales
960,65,Male,Life,1222.19,2023-05-03,65,0,0.0,Midlands
961,62,Female,Home,1430.48,2019-10-27,19,0,0.0,North West
962,27,Female,Motor,309.98,2020-07-02,35,0,0.0,London
963,55,Female,Life,1314.96,2022-06-28,29,0,0.0,London
964,25,Male,Home,1797.67,2019-08-07,43,0,0.0,North West
965,73,Female,Motor,380.15,2020-03-21,42,1,13338.04,North West
966,46,Male,Motor,358.03,2020-12-08,18,1,10323.06,Midlands
967,75,Male,Motor,867.64,2023-02-12,36,0,0.0,Midlands
968,35,Female,Health,476.52,2019-08-15,22,0,0.0,London
969,49,Female,Motor,1459.76,2020-09-28,11,0,0.0,South East
970,59,Female,Life,1184.74,2018-08-07,41,0,0.0,Scotland
971,62,Female,Motor,519.8,2023-04-12,14,1,6127.68,Scotland
972,73,Female,Home,1553.52,2021-08-11,53,0,0.0,South East
973,56,Female,Motor,1382.55,2018-05-30,32,1,3443.51,Scotland
974,50,Male,Motor,2699.51,2019-10-06,53,0,0.0,London
975,73,Male,Motor,1700.82,2020-07-31,11,0,0.0,South East
976,52,Female,Home,1404.17,2023-07-31,46,0,0.0,London
977,53,Male,Motor,504.9,2018-12-04,43,0,0.0,South East
978,66,Male,Life,2801.84,2019-02-08,21,1,1055.08,London
979,37,Female,Motor,2312.07,2021-01-29,30,0,0.0,Wales
980,73,Female,Motor,1108.58,2021-11-20,57,0,0.0,Scotland
981,73,Male,Home,1684.15,2019-09-04,56,0,0.0,North West
982,38,Female,Motor,1884.91,2023-04-04,65,0,0.0,London
983,37,Female,Life,2184.44,2020-05-08,62,0,0.0,South East
984,48,Male,Home,646.53,2018-02-09,69,0,0.0,Scotland
985,46,Male,Home,2151.56,2022-07-11,44,0,0.0,London
986,75,Male,Health,714.97,2021-09-14,56,0,0.0,London
987,50,Male,Home,808.51,2019-03-21,48,0,0.0,South East
988,44,Male,Motor,2122.19,2019-12-29,10,0,0.0,South East
989,26,Male,Motor,2760.63,2022-04-30,42,1,4721.03,South East
990,54,Male,Home,329.83,2021-08-31,58,0,0.0,Wales
991,33,Female,Home,485.66,2020-04-25,22,0,0.0,Midlands
992,70,Female,Motor,1852.75,2021-06-25,31,0,0.0,North West
993,42,Male,Motor,685.27,2018-09-20,57,0,0.0,London
994,46,Female,Home,1855.56,2019-01-09,42,0,0.0,Scotland
995,47,Female,Home,2523.26,2019-12-19,59,0,0.0,Scotland
996,71,Female,Home,2759.25,2020-01-22,18,0,0.0,Wales
997,40,Male,Motor,1995.82,2021-04-10,14,0,0.0,North West
998,38,Female,Home,2357.02,2019-05-12,53,1,2025.76,North West
999,45,Female,Home,982.47,2023-09-04,11,0,0.0,London
1000,69,Female,Home,2314.09,2020-03-07,56,1,4133.78,North West
